row_id,description,player_counts_min_players,player_counts_max_players,playtime_min_playtime,playtime_max_playtime,boardgame,minimum_age,game_info_release_year,game_info_categories,game_info_mechanisms,game_info_family,credits_designers,credits_solo_designer,credits_artists,credits_publishers,credits_developer,credits_graphic_designer,credits_sculptor,credits_editor,credits_writer,credits_insert_designer,game_stats_average_rating,game_stats_num_of_ratings,game_stats_std_deviation,game_stats_weight,game_stats_comments,game_stats_fans,game_stats_page_views,ranks_overall,ranks_strategy,play_stats_all_time_plays,play_stats_this_month_plays,collection_stats_own,collection_stats_previously_owned,collection_stats_for_trade,collection_stats_want_in_trade,collection_stats_wishlist,ratings_rated_1,ratings_rated_2,ratings_rated_3,ratings_rated_4,ratings_rated_5,ratings_rated_6,ratings_rated_7,ratings_rated_8,ratings_rated_9,ratings_rated_10,link_to_game,suggested_retail_price_usd,amazon_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,philibert_price_eur,philibert_price_usd,zatu_games_price_gbp,zatu_games_price_usd,ebay_price_usd,ranks_thematic,cardhaus_games_price_usd,miniature_market_price_usd,noble_knight_games_price_usd,boardtopia_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,zulu's_board_game_cafe_price_usd,elevated_board_games_price_usd,collector_store_llc_price_usd,ranks_war,usedgames.ca_price_cad,usedgames.ca_price_usd,stonemaier_games_price_usd,ranks_customizable,ranks_family,ranks_abstract,renegade_game_studios_price_usd,ranks_party,fowers_games_price_usd,ranks_children's,bgg_store_price_usd
225,Make alliances—and break them!—as you strive to both unite and conquer Westeros.,3,6,120.0,240.0,A Game of Thrones: The Board Game (Second Edition),14.0,2011.0,Bluffing;Fantasy;Negotiation;Novel-based;Political;Wargame,Advantage Token;Alliances;Area Movement;Auction / Bidding;Auction: Sealed Bid;Card Play Conflict Resolution;Events;Hand Management;Income;Negotiation;Order Counters;Player Elimination;Simultaneous Action Selection;Sudden Death Ending;Turn Order: Auction;Variable Player Powers,Books: A Song of Ice and Fire;Components: Map (Continental / National scale);Components: Player Screens;Digital Implementations: Google Play;Digital Implementations: Steam;Digital Implementations: VASSAL;Game: A Game of Thrones – The Board Game,Christian T. Petersen,,Heiko Eller;Tomasz Jedruszek;Henning Ludvigsen,Fantasy Flight Games;ADC Blackfire Entertainment;cutia.ro;Delta Vision Publishing;Edge Entertainment;Fantasmagoria;Galakta;Galápagos Jogos;Game Harbor;Geekach LLC;Giochi Uniti;Gordion Games;Heidelberger Spieleverlag;Hobby World;Korea Boardgames;Monkey Time;Siam Board Games;Stratelibri,Jason Walden,David Ardila,,Adam Baker;Molly Glover;Michael Hurley;Sarah Sadler,,,7.532,36123,1.54,3.73,5369,3157,3063492,225,201.0,40937,79,51180,5673,1392,467,5826,117,180,445,783,1500,4100,8300,11000,6700,3300,https://boardgamegeek.com/boardgame/103343/a-game-of-thrones-the-board-game-second-edition,74.99,51.91,75.95,54.66,,,,,4.9,,,,59.99,,,,,,,,,,,,,,,,,,
226,"Build rails, race to deliver scarce goods, and fulfill your Rail Baron's secret goal.",2,6,120.0,120.0,Railways of the World,10.0,2005.0,Trains;Transportation;Video Game Theme,Action Points;Connections;End Game Bonuses;Hexagon Grid;Income;Loans;Network and Route Building;Open Drafting;Ownership;Pick-up and Deliver;Tile Placement;Turn Order: Auction,Country: Mexico;Country: USA;Digital Implementations: Board Game Arena;Digital Implementations: Tabletopia;Game: Railways of the World,Glenn Drover;Martin Wallace,,Kurt Miller;Paul Niemeyer;David Oram,Eagle-Gryphon Games;Winsome Games;Edge Entertainment,,,,,,,7.665,12495,1.34,3.02,3532,540,1621279,226,156.0,36836,68,13327,2035,366,653,3192,39,45,66,162,375,1100,3000,4500,2600,893,https://boardgamegeek.com/boardgame/17133/railways-of-the-world,,149.99,132.47,95.33,,,,,28.95,,,,50.0,,,,,,,,,,,,,,,,,,
227,You're an artisan working on creating striking patterns within a king's palace.,2,4,30.0,45.0,Azul: Summer Pavilion,8.0,2019.0,Abstract Strategy;Puzzle,End Game Bonuses;Open Drafting;Pattern Building;Set Collection;Tile Placement;Turn Order: Claim Action,Country: Portugal;Digital Implementations: Board Game Arena;Game: Azul;Theme: Art;Versions & Editions: Travel Versions of Non-Travel Games,Michael Kiesling,,Chris Quilliams,Next Move Games;Belleville (Бельвіль);Broadway Toys LTD;Divercentro;Galápagos Jogos;Gém Klub Kft.;Ghenos Games;Hobby Japan;Korea Boardgames;Lacerta;MINDOK;MIPL;Pegasus Spiele;Rebel Sp. z o.o.;SuperHeated Neurons;Zvezda,André Bierth;Peter Eggert;Moritz Thiele;Katja Volk,Maryse Hébert-Lemire,,Katja Volk,,,7.580,18287,1.19,2.07,2385,714,712199,227,,80684,433,30944,2374,242,432,3626,21,27,71,180,494,1600,5000,7200,2800,873,https://boardgamegeek.com/boardgame/287954/azul-summer-pavilion,44.99,31.99,,,,,27.99,37.59,9.99,,35.99,,19.99,,49.99,35.98,,,,,,,,,41.0,8.0,,,,,
228,Advance your ancient civilization from tiny settlement to mighty empire.,2,4,180.0,240.0,Clash of Cultures: Monumental Edition,14.0,2021.0,Ancient;City Building;Civilization;Economic;Territory Building,Action Points;Dice Rolling;Grid Movement;Hand Management;Modular Board;Tech Trees / Tech Tracks;Trading;Variable Player Powers,Components: Hexagonal Tiles;Components: Miniatures;Game: Clash of Cultures;Mechanism: 4X;Versions & Editions: Big Box Versions of Individual Games,Christian Marcussen,,Gong Studios;Michael Komarck;Nakarin Sukontakorn,WizKids (I);Frosted Games;Galápagos Jogos;Game Harbor;Giochi Uniti;Lavka Games;Maldito Games;Matagot;MINDOK;Pegasus Spiele;Portal Games,,Richard (Errick) Dadisman,,,,,8.284,4677,1.32,3.72,688,673,943292,228,124.0,11712,90,8307,587,99,262,2388,5,8,18,40,95,209,586,1400,1500,876,https://boardgamegeek.com/boardgame/299659/clash-of-cultures-monumental-edition,,145.38,,,,,,,9.28,,113.89,,145.0,99.99,,,,,,,,,,,,,,,,,
229,Classic movie monsters terrorize a town! Can your team stop them in time?,1,5,60.0,60.0,Horrified,10.0,2019.0,Horror;Movies / TV / Radio theme,Action Points;Cooperative Game;Dice Rolling;Pick-up and Deliver;Point to Point Movement;Solo / Solitaire Game;Variable Player Powers;Variable Set-up,Books: Dracula;Books: The Invisible Man;Characters: Frankenstein;Components: Miniatures;Components: Standees;Creatures: Monsters;Creatures: Mummies;Creatures: Werewolves;Misc: Watch It Played How To Videos;Movies: Horror Movies;Movies: Universal Studios Monsters;Players: Games with Solitaire Rules;Series: Horrified;Theme: Retro,Prospero Hall;Peter Lee,,Prospero Hall,Ravensburger,,,,,,,7.605,18746,1.15,2.02,3079,1545,1538013,229,,58783,309,37025,2581,508,415,5914,20,12,45,140,457,1600,5200,7400,2900,954,https://boardgamegeek.com/boardgame/282524/horrified,,39.99,35.95,25.87,,,31.99,42.96,4.99,61.0,,,37.95,,,,,,,,,,,,44.0,,,,,,
230,Build railways to connect destinations across Scandinavia and neighboring countries.,2,3,30.0,60.0,Ticket to Ride: Nordic Countries,8.0,2007.0,Trains,Hand Management;Network and Route Building;Open Drafting;Push Your Luck;Set Collection,Cities: Copenhagen (Denmark);Cities: Stockholm (Sweden);Components: Map (Continental / National scale);Country: Denmark;Country: Estonia;Country: Finland;Country: Norway;Country: Sweden;Game: Ticket to Ride (Official),Alan R. Moon,,Cyrille Daujean;Julien Delval,Days of Wonder;Edge Entertainment;Galápagos Jogos;Hobby Japan;Hobby World;Korea Boardgames;Lautapelit.fi;Rebel Sp. z o.o.,,,,,,,7.623,14751,1.22,1.97,2692,476,716027,230,,54072,104,23882,1696,172,681,3344,42,34,55,135,327,1100,4200,5700,2400,846,https://boardgamegeek.com/boardgame/31627/ticket-to-ride-nordic-countries,,,,,,,,,24.99,,,,50.0,,60.99,43.89,,,,,,,,,39.0,,,,,,
231,Manage workers and resources to build up the land around your medieval monastery.,1,4,60.0,180.0,Ora et Labora,13.0,2011.0,City Building;Economic;Industry / Manufacturing;Medieval;Religious;Territory Building,"Increase Value of Unchosen Resources;Modular Board;Network and Route Building;Worker Placement;Worker Placement, Different Worker Types",Country: France;Country: Ireland;Food & Drink: Beer;Food & Drink: Wine;Mechanism: Tableau Building;Players: Games with Solitaire Rules;Religious: Monks/Abbots & Monasteries/Abbeys;Series: Harvest (Uwe Rosenberg),Uwe Rosenberg,,Klemens Franz,Lookout Games;999 Games;Filosofia Éditions;Game Harbor;Heidelberger Spieleverlag;Hobby Japan;HomoLudicus;Korea Boardgames;Lacerta;uplay.it edizioni;Z-Man Games,,,,,,,7.681,11384,1.35,3.89,2142,620,1311449,231,153.0,23595,51,15088,2570,278,896,3643,45,25,66,146,334,990,2500,4000,2400,806,https://boardgamegeek.com/boardgame/70149/ora-et-labora,,58.28,,,,,39.99,53.71,25.0,,,44.99,28.0,,,,,,,,,,,,,,,,,,
232,Cooperative or competitive strategy game pitting heroes against an ominous Tower.,1,4,100.0,120.0,Return to Dark Tower,10.0,2022.0,Adventure;Electronic;Fantasy;Fighting,Area Movement;Cooperative Game;Events;Push Your Luck;Random Production;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Sudden Death Ending;Trading;Variable Player Powers;Variable Set-up,Components: Digital Hybrid – App/Website Required;Components: Drop Tower;Components: Miniatures;Crowdfunding: Kickstarter;Mechanism: Campaign Games;Misc: Watch It Played How To Videos,Tim Burrell-Saward;Isaac Childres;Noah Cohen;Rob Daviau;Justin D. Jacobson;Brian Neff,,JJ Ariosa;James Bousema;Tim Burrell-Saward;Lindsay Daviau;Hakan Diniz;Chad Hoverter;Garrett Kaida;Qistina Khalidah;Jason D. Kingsley;Punga Miniatures;Jason Taylor,Restoration Games;Broadway Toys LTD;Choo Choo Games;Lucky Duck Games;Ігромаг,,Lindsay Daviau;Jason D. Kingsley;Jason Taylor,,Dustin Schwartz,,,8.222,5345,1.45,2.65,1119,1181,1181457,232,,18619,184,9985,405,62,455,3858,22,14,25,55,128,273,688,1500,1700,1000,https://boardgamegeek.com/boardgame/256680/return-to-dark-tower,,184.97,199.95,143.89,,,,,226.99,30.0,179.99,,,,,,179.99,,,,,,,,,,,,,,
233,"Shape the medieval landscape of France, claiming cities, cloisters, roads, and farms.",2,5,30.0,45.0,Carcassonne,7.0,2000.0,Medieval;Territory Building,Area Majority / Influence;Enclosure;Kill Steal;Map Addition;Pattern Building;Square Grid;Tile Placement,Category: Dized Tutorial;Cities: Carcassonne (France);Components: Meeples;Components: Map (Regional scale);Components: Wooden pieces & boards;Containers: Tin/Metal Box;Country: France;Digital Implementations: Apple App Store;Digital Implementations: Board Game Arena;Digital Implementations: BrettspielWelt;Digital Implementations: Google Play;Digital Implementations: Steam;Digital Implementations: VASSAL;Game: Carcassonne;Misc: BGG Hall of Fame;Misc: Dice Tower Hall of Fame;Misc: Watch It Played How To Videos;Occupation: Farmer;Region: Languedoc (France);Religious: Monks/Abbots & Monasteries/Abbeys,Klaus-Jürgen Wrede,,Marcel Gröber;Doris Matthäus;Anne Pätzke;Chris Quilliams;Franz-Georg Stämmele,"Hans im Glück;64 Ounce Games;999 Games;Albi;Astrel Games;Bard Centrum Gier;Brain Games;cutia.ro;Devir;Enigma (Bergsala Enigma);Fantasmagoria;Feelindigo;Filosofia Éditions;Giochi Uniti;Grow Jogos e Brinquedos;Hobby World;Ísöld ehf.;Kaissa Chess & Games;Korea Boardgames;Lanlalen;Lautapelit.fi;Midgaard Games;MINDOK;Möbius Games;Monkey Time;NeoTroy Games;Nordic Games ehf;Paper Iyagi;Piatnik;Ponva d.o.o.;Rio Grande Games;Schmidt Spiele;Smart Ltd;Stupor Mundi;SuperHeated Neurons;Swan Panasia Co., Ltd.;Venice Connection;Ventura Games;Z-Man Games",,Franz-Georg Stämmele,,,,,7.413,134900,1.31,1.89,22770,8370,5270864,233,,707508,2473,212595,12910,2052,697,10366,152,282,730,1900,5300,17000,42000,42000,17000,8400,https://boardgamegeek.com/boardgame/822/carcassonne,41.99,30.99,39.95,28.75,,,24.95,33.51,1.03,,33.59,33.99,18.0,,41.99,30.22,,37.99,33.59,,,,,,56.0,,,,,,
234,"Torpedoes away! Hunt for your opponent's sub in this exciting, real-time team game.",2,8,45.0,60.0,Captain Sonar,14.0,2016.0,Deduction;Fighting;Modern Warfare;Nautical;Real-time,Deduction;Grid Movement;Hidden Movement;Line Drawing;Real-Time;Role Playing;Secret Unit Deployment;Simulation;Team-Based Game,Components: Dry Erase Markers / Dry Erase Surfaces;Components: Player Screens;Game: Captain Sonar;Mechanism: Hidden Movement;Theme: Submarines,Roberto Fraga;Yohan Lemonnier,,Ervin;Piotr Forkasiewicz;Sabrina Tobal,Matagot;Arclight Games;asmodee;Broadway Toys LTD;Bureau de Juegos;Choo Choo Games;Conclave Editora;CrowD Games;Gém Klub Kft.;Lautapelit.fi;Lex Games;Pegasus Spiele;Pendragon Game Studio;Surfin' Meeple China;WoodCat,,Denis Hervouet,,,,,7.507,22867,1.38,2.2,3848,1039,1609471,234,,55471,150,32538,3422,633,602,7509,59,86,203,323,834,2600,5800,7800,3900,1400,https://boardgamegeek.com/boardgame/171131/captain-sonar,,,,,,,37.19,49.95,4.99,64.0,,48.99,48.79,,,,,,,,,,,,,,,9.0,,,
235,"Renaissance merchants race to grab gems, acquire property, and please nobility.",2,4,30.0,30.0,Splendor,10.0,2014.0,Card Game;Economic;Renaissance,Contracts;Open Drafting;Race;Set Collection,Category: Dized Tutorial;Digital Implementations: Board Game Arena;Digital Implementations: Google Play;Digital Implementations: Steam;Game: Splendor;Mechanism: Tableau Building;Misc: Dice Tower Hall of Fame;Misc: Watch It Played How To Videos;Theme: Jewelry;Theme: Jewels,Marc André,,Pascal Quidault;Paul Vérité,Space Cowboys;Asterion Press;Belleville (Бельвіль);Board Game VN;Boardgame Space;Brain Games;Broadway Toys LTD;CoolPlay;Enigma (Bergsala Enigma);Filosofia Éditions;Galápagos Jogos;Gém Klub Kft.;GoKids 玩樂小子;HaKubia;Hobby Japan;JD Éditions;Kaissa Chess & Games;Korea Boardgames;Lautapelit.fi;Lex Games;Lifestyle Boardgames Ltd;Maldón;Morapiaf;NeoTroy Games;Rebel Sp. z o.o.;Siam Board Games;Z-Man Games,,,,,,,7.419,86491,1.29,1.78,12219,4221,3289202,235,,641644,2414,130869,8732,1123,790,10638,113,185,520,1200,3400,10000,26000,29000,12000,4500,https://boardgamegeek.com/boardgame/148228/splendor,39.99,31.99,,,31.5,36.6,22.59,30.34,2.97,,34.99,35.99,32.0,35.99,43.99,31.66,39.99,,31.99,,,,,,55.0,,,,,,
236,Factions clash on the edge of the galaxy!,2,4,80.0,160.0,Andromeda's Edge,14.0,2024.0,Fighting;Science Fiction;Territory Building,"Area Majority / Influence;Dice Rolling;End Game Bonuses;Events;Hand Management;Hexagon Grid;Tech Trees / Tech Tracks;Variable Player Powers;Variable Set-up;Worker Placement;Worker Placement, Different Worker Types",Components: Game Trayz Inside;Crowdfunding: Gamefound;Misc: LongPack Games;Players: Games with expansions that add solo play,Luke Laurie;Maximus Laurie,,Sergio Chaves,Cardboard Alchemy;Cranio Creations;Frosted Games;Galápagos Jogos;Games7Days;Gém Klub Kft.;Lucky Duck Games;Maldito Games;MINDOK;YOKA Games,Peter Vaughan,Snow Conrad;Jason Harris;Layne Huber;Matt Paquette & Co.;Duane Nichols;Christian Strain;Stevo Torres;Andrew Wall,,Brad Brooks;Lauren Ino;Christian Strain;Peter Vaughan,,Noah Adelman,8.326,4477,1.44,3.71,1032,1347,1252479,236,132.0,12718,430,8378,343,56,395,3772,9,14,29,43,105,216,511,1100,1500,1000,https://boardgamegeek.com/boardgame/358661/andromedas-edge,,364.99,70.95,51.06,,,57.99,77.88,59.99,,69.99,59.99,,,74.99,53.97,74.99,,,,,,,,,,,,,,
237,Accessible tactical wargame from the dawn of history to the opening of the Dark Age.,2,2,60.0,60.0,Commands & Colors: Ancients,12.0,2006.0,Ancient;Wargame,Campaign / Battle Card Driven;Command Cards;Dice Rolling;Hand Management;Hexagon Grid;Modular Board;Scenario / Mission / Campaign Game;Simulation,Ancient: Greece;Ancient: Rome;Digital Implementations: VASSAL;Game: Commands & Colors Ancients;History: Punic Wars;History: Sicilian Wars;Players: Two-Player Only Games;Players: Wargames with Rules Supporting Only Two Players;Series: Commands & Colors,Richard Borg,,Rodger B. MacGowan,GMT Games;Devir;Wargames Club Publishing,,,,,,,7.779,9024,1.40,2.69,2895,932,1834553,237,,46493,69,12433,2065,285,576,2846,42,24,54,90,253,708,2000,3100,2000,872,https://boardgamegeek.com/boardgame/14105/commands-and-colors-ancients,,,,,,,,,46.31,,,,125.0,,,,,,,22.0,,,,,,,,,,,
238,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,1,4,60.0,90.0,Suburbia,8.0,2012.0,City Building;Economic,Auction: Dutch;Catch the Leader;End Game Bonuses;Hexagon Grid;Income;Open Drafting;Set Collection;Solo / Solitaire Game;Tile Placement,Components: Game Trayz Inside;Digital Implementations: Tabletopia;Game: Suburbia;Mechanism: Tableau Building;Misc: Made by Panda;Misc: Mensa Select;Misc: Watch It Played How To Videos;Players: Games with Solitaire Rules;Theme: City,Ted Alspach,,Ted Alspach;Jason Boles;Klemens Franz;Stephanie Gustafsson;Alanna Kelsey;Brett Stebbins;T. B. (II);Ollin Timm,Bézier Games;Arclight Games;Arrakis Games;CrowD Games;GoKids 玩樂小子;Lookout Games;Lucky Duck Games;Panda Game Manufacturing (PandaGM);PaperGames (III);Planszoweczka.pl;Portal Games;uplay.it edizioni;Ystari Games,Dale Yu,Ted Alspach,,,,Noah Adelman,7.464,26066,1.24,2.76,4534,1168,1743274,238,186.0,78614,135,30772,5824,808,824,6373,42,61,135,302,906,2800,7400,9400,4000,1000,https://boardgamegeek.com/boardgame/123260/suburbia,,69.23,,,,,,,11.0,,54.99,,11.0,,,,,55.99,,,,,,,,,,,,,
239,"Send your villagers to work, travel, pray, and in death become a part of history!",2,4,60.0,90.0,Village,12.0,2011.0,Economic;Farming;Medieval,"Area Majority / Influence;Contracts;Set Collection;Turn Order: Claim Action;Worker Placement;Worker Placement, Different Worker Types",Digital Implementations: Tabletopia;Game: Village,Inka Brand;Markus Brand,,Dennis Lohausen,"eggertspiele;999 Games;Albi;Delta Vision Publishing;Fantasmagoria;Fire on Board Jogos;Gigamic;hobbity.eu;Hobby Japan;KADABRA;Kaissa Chess & Games;Lautapelit.fi;Ludicus Games;Ludonova;Pegasus Spiele;Plan B Games;Stronghold Games;Swan Panasia Co., Ltd.;Tasty Minstrel Games;uplay.it edizioni;Zvezda",Viktor Kobilke,,,Viktor Kobilke,,,7.486,24044,1.20,3.06,3842,1003,1570418,239,182.0,52047,72,30891,4864,572,627,4034,22,43,110,272,789,2400,6900,9000,3600,909,https://boardgamegeek.com/boardgame/104006/village,,83.08,,,,,,,20.0,,,,30.0,,,,,,,,,,,,,,,,,,
240,Defend your increasingly desperate home from The Nameless in an evolving campaign.,1,4,45.0,90.0,Aeon's End: Legacy,14.0,2019.0,Card Game;Fantasy;Science Fiction,"Cooperative Game;Deck, Bag, and Pool Building;Hand Management;Legacy Game;Open Drafting;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Phase Order;Variable Player Powers",Crowdfunding: Kickstarter;Game: Aeon's End;Mechanism: Campaign Games;Mechanism: Legacy;Players: Games with Solitaire Rules;Versions & Editions: Legacy Versions of Non-Legacy Games,Jenny Iglesias;Nick Little (I);Kevin Riley,,Daniel Solis,Indie Boards & Cards;Action Phase Games;Frosted Games;Gém Klub Kft.;Korea Boardgames;Matagot;Portal Games;SD Games,,,,,,,8.056,5631,1.43,2.84,1106,548,650738,240,142.0,31871,101,11106,1369,154,255,2568,22,18,37,64,121,318,908,1700,1700,791,https://boardgamegeek.com/boardgame/241451/aeons-end-legacy,,86.26,,,,,76.99,103.4,27.99,,75.89,,,,,,,,,,,,,,,,,,,,
241,Take the role of Egyptian gods fighting to survive and be remembered.,2,5,90.0,90.0,Ankh: Gods of Egypt,14.0,2021.0,Ancient;Fantasy;Fighting;Mythology,Action Retrieval;Alliances;Area Majority / Influence;Auction: Sealed Bid;Card Play Conflict Resolution;Grid Movement;Hexagon Grid;Kill Steal;Player Elimination;Race;Tech Trees / Tech Tracks;Variable Player Powers,Ancient: Egypt;Components: Miniatures;Creatures: Monsters;Crowdfunding: Kickstarter;Game: Ankh – Gods of Egypt;Mythology: Egyptian,Eric M. Lang,,Nicolas Fructus;Thierry Masson;Adrian Smith,CMON Global Limited;Guillotine Games;Blackfire Games;BoardM Factory;Delta Vision Publishing;Edge Entertainment;Galápagos Jogos;Lavka Games;Portal Games;WoodCat,Leo Almeida;Marco Portugal,Louise Combal;Fabio de Castro,David Camarasa;Yannick Hennebo;Michael Jenkins;Aragorn Marks;Patrick Masson;Thierry Masson;José Roig;Rémy Tremblay,,,,7.752,10887,1.54,3.12,2024,1467,1854610,241,165.0,22779,142,18692,1519,248,369,4035,67,57,118,172,369,810,2000,3600,2500,1200,https://boardgamegeek.com/boardgame/285967/ankh-gods-of-egypt,,99.83,,,,,,,14.95,,,,79.95,,,,,,,,,,,,,,,,,,
242,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",2,5,60.0,120.0,Dead of Winter: A Crossroads Game,13.0,2014.0,Bluffing;Deduction;Horror;Science Fiction;Zombies,Action Points;Area Movement;Dice Rolling;Hand Management;Narrative Choice / Paragraph;Push Your Luck;Scenario / Mission / Campaign Game;Semi-Cooperative Game;Storytelling;Trading;Traitor Game;Turn Order: Progressive;Variable Player Powers;Voting,Components: Dynamic Event Boards;Components: Standees;Creatures: Zombies;Digital Implementations: VASSAL;Misc: Made by Panda;Misc: Watch It Played How To Videos;Series: Crossroads (Plaid Hat Games);Setting: Dead of Winter;Theme: Post-Apocalyptic;Theme: Survival,Jonathan Gilmour-Long;Isaac Vega,,David Richards;Fernanda Suárez;Peter Wocken,Plaid Hat Games;Arclight Games;Cube Factory of Ideas;Edge Entertainment;Fantasy Flight Games;Filosofia Éditions;Galápagos Jogos;Game Harbor;Gém Klub Kft.;Gemenot;Heidelberger Spieleverlag;Korea Boardgames;Meanbook Games;MINDOK;Raven Distribution;Rozum;Siam Board Games,,,,,Mr. Bistro,,7.448,48044,1.44,3.01,6900,3616,3256941,242,,83342,108,67967,8297,1585,745,9898,116,216,505,920,2100,5600,12000,15000,8200,3000,https://boardgamegeek.com/boardgame/150376/dead-of-winter-a-crossroads-game,,,,,,,54.29,72.91,2.49,77.0,63.99,,63.99,,,,79.99,,,,,,,,,,,,,,
243,Be the first team to empty your hands in this popular partnership climbing card game.,4,4,60.0,60.0,Tichu,10.0,1991.0,Card Game,Hand Management;Ladder Climbing;Predictive Bid;Team-Based Game,Card Games: Climbing;Card Games: Outplay;Card Games: Shedding / Stops;Components: Traditional Playing Cards;Containers: Tin/Metal Box;Creatures: Dragons;Digital Implementations: Board Game Arena;Digital Implementations: Boardible (Mobile);Digital Implementations: BrettspielWelt;Digital Implementations: Steam;Digital Implementations: Tabletopia;Misc: Dice Tower Hall of Fame;Series: Deluxe card game (Z-Man / Filosofia),Urs Hostettler,,Kerri Aitken;Christine Alcouffe;Res Brandenberger;François Bruel;Philippe Guérin;Urs Hostettler;Chris Quilliams;Eduardo M. Dos Reis;Valerie Vekemans;Franz Vohwinkel,"Fata Morgana Spiele;(Unknown);999 Games;ABACUSSPIELE;Filosofia Éditions;G3;GP Games;Hobby World;HomoLudicus;Jelly Monster;Jogo na Mesa;Korea Boardgames;Maldito Games;Playhouse Ltd;Rio Grande Games;Swan Panasia Co., Ltd.;TIKI Editions;uplay.it edizioni;Vennerød Forlag AS",,,,,,,7.576,16387,1.67,2.34,3953,802,1244355,243,179.0,135689,395,26648,1965,356,309,2400,95,103,206,377,747,1800,3700,4400,2800,2200,https://boardgamegeek.com/boardgame/215/tichu,,,,,,,15.95,21.42,3.99,,10.99,,38.0,,,,,,,,,,,,,,,,,,
